name;version;bom-ref;licenses/0/license/id;copyrights;externalReferences/0/url;language
pug-load;2.0.11;pug-load@2.0.11;MIT;;git+https://github.com/pugjs/pug-load.git;javascript
pug-parser;5.0.0;pug-parser@5.0.0;MIT;;git+https://github.com/pugjs/pug-parser.git;javascript
token-stream;0.0.1;token-stream@0.0.1;MIT;;git+https://github.com/jadejs/token-stream.git;javascript
pug-strip-comments;1.0.3;pug-strip-comments@1.0.3;MIT;;git+https://github.com/pugjs/pug-strip-comments.git;javascript
readdirp;2.2.1;readdirp@2.2.1;MIT;;git://github.com/paulmillr/readdirp.git;javascript
micromatch;3.1.10;micromatch@3.1.10;MIT;;git+https://github.com/micromatch/micromatch.git;javascript
arr-diff;4.0.0;arr-diff@4.0.0;MIT;;git+https://github.com/jonschlinkert/arr-diff.git;javascript
array-unique;0.3.2;array-unique@0.3.2;MIT;;git+https://github.com/jonschlinkert/array-unique.git;javascript
braces;2.3.2;braces@2.3.2;MIT;;git+https://github.com/micromatch/braces.git;javascript
arr-flatten;1.1.0;arr-flatten@1.1.0;MIT;;git+https://github.com/jonschlinkert/arr-flatten.git;javascript
is-extendable;0.1.1;is-extendable@0.1.1;MIT;;git+https://github.com/jonschlinkert/is-extendable.git;javascript
fill-range;4.0.0;fill-range@4.0.0;MIT;;git+https://github.com/jonschlinkert/fill-range.git;javascript
is-number;3.0.0;is-number@3.0.0;MIT;;git+https://github.com/jonschlinkert/is-number.git;javascript
is-buffer;1.1.6;is-buffer@1.1.6;MIT;;git://github.com/feross/is-buffer.git;javascript
to-regex-range;2.1.1;to-regex-range@2.1.1;MIT;;git+https://github.com/micromatch/to-regex-range.git;javascript
isobject;3.0.1;isobject@3.0.1;MIT;;git+https://github.com/jonschlinkert/isobject.git;javascript
repeat-element;1.1.3;repeat-element@1.1.3;MIT;;git+https://github.com/jonschlinkert/repeat-element.git;javascript
snapdragon-node;2.1.1;snapdragon-node@2.1.1;MIT;;git+https://github.com/jonschlinkert/snapdragon-node.git;javascript
snapdragon-util;3.0.1;snapdragon-util@3.0.1;MIT;;git+https://github.com/jonschlinkert/snapdragon-util.git;javascript
snapdragon;0.8.2;snapdragon@0.8.2;MIT;;git+https://github.com/jonschlinkert/snapdragon.git;javascript
split-string;3.1.0;split-string@3.1.0;MIT;;git+https://github.com/jonschlinkert/split-string.git;javascript
extend-shallow;3.0.2;extend-shallow@3.0.2;MIT;;git+https://github.com/jonschlinkert/extend-shallow.git;javascript
to-regex;3.0.2;to-regex@3.0.2;MIT;;git+https://github.com/jonschlinkert/to-regex.git;javascript
define-property;2.0.2;define-property@2.0.2;MIT;;git+https://github.com/jonschlinkert/define-property.git;javascript
assign-symbols;1.0.0;assign-symbols@1.0.0;MIT;;git+https://github.com/jonschlinkert/assign-symbols.git;javascript
extglob;2.0.4;extglob@2.0.4;MIT;;git+https://github.com/micromatch/extglob.git;javascript
expand-brackets;2.1.4;expand-brackets@2.1.4;MIT;;git+https://github.com/jonschlinkert/expand-brackets.git;javascript
is-descriptor;0.1.6;is-descriptor@0.1.6;MIT;;git+https://github.com/jonschlinkert/is-descriptor.git;javascript
posix-character-classes;0.1.1;posix-character-classes@0.1.1;MIT;;git+https://github.com/jonschlinkert/posix-character-classes.git;javascript
regex-not;1.0.2;regex-not@1.0.2;MIT;;git+https://github.com/jonschlinkert/regex-not.git;javascript
fragment-cache;0.2.1;fragment-cache@0.2.1;MIT;;git+https://github.com/jonschlinkert/fragment-cache.git;javascript
map-cache;0.2.2;map-cache@0.2.2;MIT;;git+https://github.com/jonschlinkert/map-cache.git;javascript
nanomatch;1.2.13;nanomatch@1.2.13;MIT;;git+https://github.com/micromatch/nanomatch.git;javascript
is-windows;1.0.2;is-windows@1.0.2;MIT;;git+https://github.com/jonschlinkert/is-windows.git;javascript
object.pick;1.3.0;object.pick@1.3.0;MIT;;git+https://github.com/jonschlinkert/object.pick.git;javascript
safe-regex;1.1.0;safe-regex@1.1.0;MIT;;git://github.com/substack/safe-regex.git;javascript
ret;0.1.15;ret@0.1.15;MIT;;git://github.com/fent/ret.js.git;javascript
base;0.11.2;base@0.11.2;MIT;;git+https://github.com/node-base/base.git;javascript
cache-base;1.0.1;cache-base@1.0.1;MIT;;git+https://github.com/jonschlinkert/cache-base.git;javascript
collection-visit;1.0.0;collection-visit@1.0.0;MIT;;git+https://github.com/jonschlinkert/collection-visit.git;javascript
map-visit;1.0.0;map-visit@1.0.0;MIT;;git+https://github.com/jonschlinkert/map-visit.git;javascript
object-visit;1.0.1;object-visit@1.0.1;MIT;;git+https://github.com/jonschlinkert/object-visit.git;javascript
component-emitter;1.2.1;component-emitter@1.2.1;MIT;;git+https://github.com/component/emitter.git;javascript
get-value;2.0.6;get-value@2.0.6;MIT;;git+https://github.com/jonschlinkert/get-value.git;javascript
has-value;1.0.0;has-value@1.0.0;MIT;;git+https://github.com/jonschlinkert/has-value.git;javascript
has-values;1.0.0;has-values@1.0.0;MIT;;git+https://github.com/jonschlinkert/has-values.git;javascript
set-value;2.0.0;set-value@2.0.0;MIT;;git+https://github.com/jonschlinkert/set-value.git;javascript
to-object-path;0.3.0;to-object-path@0.3.0;MIT;;git+https://github.com/jonschlinkert/to-object-path.git;javascript
union-value;1.0.0;union-value@1.0.0;MIT;;git+https://github.com/jonschlinkert/union-value.git;javascript
arr-union;3.1.0;arr-union@3.1.0;MIT;;git+https://github.com/jonschlinkert/arr-union.git;javascript
unset-value;1.0.0;unset-value@1.0.0;MIT;;git+https://github.com/jonschlinkert/unset-value.git;javascript
isarray;1.0.0;isarray@1.0.0;MIT;;git://github.com/juliangruber/isarray.git;javascript
class-utils;0.3.6;class-utils@0.3.6;MIT;;git+https://github.com/jonschlinkert/class-utils.git;javascript
static-extend;0.1.2;static-extend@0.1.2;MIT;;git+https://github.com/jonschlinkert/static-extend.git;javascript
object-copy;0.1.0;object-copy@0.1.0;MIT;;git+https://github.com/jonschlinkert/object-copy.git;javascript
copy-descriptor;0.1.1;copy-descriptor@0.1.1;MIT;;git+https://github.com/jonschlinkert/copy-descriptor.git;javascript
mixin-deep;1.3.1;mixin-deep@1.3.1;MIT;;git+https://github.com/jonschlinkert/mixin-deep.git;javascript
for-in;1.0.2;for-in@1.0.2;MIT;;git+https://github.com/jonschlinkert/for-in.git;javascript
pascalcase;0.1.1;pascalcase@0.1.1;MIT;;git+https://github.com/jonschlinkert/pascalcase.git;javascript
is-accessor-descriptor;0.1.6;is-accessor-descriptor@0.1.6;MIT;;git+https://github.com/jonschlinkert/is-accessor-descriptor.git;javascript
is-data-descriptor;0.1.4;is-data-descriptor@0.1.4;MIT;;git+https://github.com/jonschlinkert/is-data-descriptor.git;javascript
source-map-resolve;0.5.2;source-map-resolve@0.5.2;MIT;;git+https://github.com/lydell/source-map-resolve.git;javascript
atob;2.1.2;atob@2.1.2;"MIT;Apache-2.0";;git://git.coolaj86.com/coolaj86/atob.js.git;javascript
decode-uri-component;0.2.0;decode-uri-component@0.2.0;MIT;;git+https://github.com/SamVerschueren/decode-uri-component.git;javascript
resolve-url;0.2.1;resolve-url@0.2.1;MIT;;git+https://github.com/lydell/resolve-url.git;javascript
source-map-url;0.4.0;source-map-url@0.4.0;MIT;;git+https://github.com/lydell/source-map-url.git;javascript
urix;0.1.0;urix@0.1.0;MIT;;git+https://github.com/lydell/urix.git;javascript
use;3.1.1;use@3.1.1;MIT;;git+https://github.com/jonschlinkert/use.git;javascript
readable-stream;2.3.6;readable-stream@2.3.6;MIT;;git://github.com/nodejs/readable-stream.git;javascript
core-util-is;1.0.2;core-util-is@1.0.2;MIT;;git://github.com/isaacs/core-util-is.git;javascript
process-nextick-args;2.0.0;process-nextick-args@2.0.0;MIT;;git+https://github.com/calvinmetcalf/process-nextick-args.git;javascript
string_decoder;1.1.1;string_decoder@1.1.1;MIT;;git://github.com/nodejs/string_decoder.git;javascript
xml2js;0.4.19;xml2js@0.4.19;MIT;;git+https://github.com/Leonidas-from-XIV/node-xml2js.git;javascript
sax;1.2.4;sax@1.2.4;ISC;;git://github.com/isaacs/sax-js.git;javascript
xmlbuilder;9.0.7;xmlbuilder@9.0.7;MIT;;git://github.com/oozcitak/xmlbuilder-js.git;javascript
nightwatch;1.7.12;nightwatch@1.7.12;MIT;;git+ssh://git@github.com/nightwatchjs/nightwatch.git;javascript
chai-nightwatch;0.4.1;chai-nightwatch@0.4.1;MIT;;git+https://github.com/beatfactor/chai.git;javascript
didyoumean;1.2.2;didyoumean@1.2.2;Apache-2.0;;git+https://github.com/dcporter/didyoumean.js.git;javascript
dotenv;7.0.0;dotenv@7.0.0;BSD-2-Clause;;git://github.com/motdotla/dotenv.git;javascript
ejs;3.1.6;ejs@3.1.6;Apache-2.0;;git://github.com/mde/ejs.git;javascript
jake;10.8.2;jake@10.8.2;Apache-2.0;;git://github.com/jakejs/jake.git;javascript
filelist;1.0.2;filelist@1.0.2;Apache-2.0;;git://github.com/mde/filelist.git;javascript
envinfo;7.8.1;envinfo@7.8.1;MIT;;git+https://github.com/tabrindle/envinfo.git;javascript
lodash.clone;3.0.3;lodash.clone@3.0.3;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash._baseclone;3.3.0;lodash._baseclone@3.3.0;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash._arraycopy;3.0.0;lodash._arraycopy@3.0.0;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash._arrayeach;3.0.0;lodash._arrayeach@3.0.0;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash._baseassign;3.2.0;lodash._baseassign@3.2.0;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash._basecopy;3.0.1;lodash._basecopy@3.0.1;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash.keys;3.1.2;lodash.keys@3.1.2;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash._basefor;3.0.3;lodash._basefor@3.0.3;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash.isarray;3.0.4;lodash.isarray@3.0.4;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash._getnative;3.9.1;lodash._getnative@3.9.1;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash.isarguments;3.1.0;lodash.isarguments@3.1.0;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash._bindcallback;3.0.1;lodash._bindcallback@3.0.1;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash._isiterateecall;3.0.9;lodash._isiterateecall@3.0.9;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash.defaultsdeep;4.6.1;lodash.defaultsdeep@4.6.1;MIT;;git+https://github.com/lodash/lodash.git;javascript
mkpath;1.0.0;mkpath@1.0.0;MIT;;git+https://github.com/jrajav/mkpath.git;javascript
glob;7.1.3;glob@7.1.3;ISC;;git://github.com/isaacs/node-glob.git;javascript
node-environment-flags;1.0.5;node-environment-flags@1.0.5;Apache-2.0;;git+https://github.com/boneskull/node-environment-flags.git;javascript
object.getownpropertydescriptors;2.1.3;object.getownpropertydescriptors@2.1.3;MIT;;git://github.com/es-shims/object.getownpropertydescriptors.git;javascript
es-abstract;1.19.1;es-abstract@1.19.1;MIT;;git://github.com/ljharb/es-abstract.git;javascript
wide-align;1.1.3;wide-align@1.1.3;ISC;;git+https://github.com/iarna/wide-align.git;javascript
yargs-parser;13.1.2;yargs-parser@13.1.2;ISC;;git+ssh://git@github.com/yargs/yargs-parser.git;javascript
require-main-filename;2.0.0;require-main-filename@2.0.0;ISC;;git+ssh://git@github.com/yargs/require-main-filename.git;javascript
set-blocking;2.0.0;set-blocking@2.0.0;ISC;;git+https://github.com/yargs/set-blocking.git;javascript
emoji-regex;7.0.3;emoji-regex@7.0.3;MIT;;git+https://github.com/mathiasbynens/emoji-regex.git;javascript
which-module;2.0.0;which-module@2.0.0;ISC;;git+https://github.com/nexdrew/which-module.git;javascript
y18n;4.0.0;y18n@4.0.0;ISC;;git+ssh://git@github.com/yargs/y18n.git;javascript
cli-cursor;3.1.0;cli-cursor@3.1.0;MIT;;git+https://github.com/sindresorhus/cli-cursor.git;javascript
cli-spinners;2.6.0;cli-spinners@2.6.0;MIT;;git+https://github.com/sindresorhus/cli-spinners.git;javascript
is-interactive;1.0.0;is-interactive@1.0.0;MIT;;git+https://github.com/sindresorhus/is-interactive.git;javascript
mute-stream;0.0.8;mute-stream@0.0.8;ISC;;git://github.com/isaacs/mute-stream.git;javascript
wcwidth;1.0.1;wcwidth@1.0.1;MIT;;git+https://github.com/timoxley/wcwidth.git;javascript
proxy-agent;5.0.0;proxy-agent@5.0.0;MIT;;git://github.com/TooTallNate/node-proxy-agent.git;javascript
http-proxy-agent;4.0.1;http-proxy-agent@4.0.1;MIT;;git://github.com/TooTallNate/node-http-proxy-agent.git;javascript
once;1.1.2;@tootallnate/once@1.1.2;MIT;;git://github.com/TooTallNate/once.git;javascript
lru-cache;5.1.1;lru-cache@5.1.1;ISC;;git://github.com/isaacs/node-lru-cache.git;javascript
yallist;3.1.1;yallist@3.1.1;ISC;;git+https://github.com/isaacs/yallist.git;javascript
pac-proxy-agent;5.0.0;pac-proxy-agent@5.0.0;MIT;;git://github.com/TooTallNate/node-pac-proxy-agent.git;javascript
get-uri;3.0.2;get-uri@3.0.2;MIT;;git://github.com/TooTallNate/node-get-uri.git;javascript
data-uri-to-buffer;3.0.1;data-uri-to-buffer@3.0.1;MIT;;git://github.com/TooTallNate/node-data-uri-to-buffer.git;javascript
file-uri-to-path;2.0.0;file-uri-to-path@2.0.0;MIT;;git://github.com/TooTallNate/file-uri-to-path.git;javascript
ftp;0.3.10;ftp@0.3.10;MIT;;git+ssh://git@github.com/mscdex/node-ftp.git;javascript
xregexp;2.0.0;xregexp@2.0.0;MIT;;git+https://github.com/slevithan/XRegExp.git;javascript
pac-resolver;5.0.0;pac-resolver@5.0.0;MIT;;git://github.com/TooTallNate/node-pac-resolver.git;javascript
degenerator;3.0.1;degenerator@3.0.1;MIT;;git://github.com/TooTallNate/node-degenerator.git;javascript
ast-types;0.13.4;ast-types@0.13.4;MIT;;git://github.com/benjamn/ast-types.git;javascript
tslib;2.3.1;tslib@2.3.1;0BSD;;git+https://github.com/Microsoft/tslib.git;javascript
escodegen;1.14.3;escodegen@1.14.3;BSD-2-Clause;;git+ssh://git@github.com/estools/escodegen.git;javascript
vm2;3.9.5;vm2@3.9.5;MIT;;git+https://github.com/patriksimek/vm2.git;javascript
ip;1.1.5;ip@1.1.5;MIT;;git+ssh://git@github.com/indutny/node-ip.git;javascript
netmask;2.0.2;netmask@2.0.2;MIT;;git://github.com/rs/node-netmask.git;javascript
socks-proxy-agent;5.0.1;socks-proxy-agent@5.0.1;MIT;;git://github.com/TooTallNate/node-socks-proxy-agent.git;javascript
socks;2.6.1;socks@2.6.1;MIT;;git+https://github.com/JoshGlazebrook/socks.git;javascript
smart-buffer;4.2.0;smart-buffer@4.2.0;MIT;;git+https://github.com/JoshGlazebrook/smart-buffer.git;javascript
request-promise;4.2.6;request-promise@4.2.6;ISC;;git+https://github.com/request/request-promise.git;javascript
bluebird;3.7.2;bluebird@3.7.2;MIT;;git://github.com/petkaantonov/bluebird.git;javascript
request-promise-core;1.1.4;request-promise-core@1.1.4;ISC;;git+https://github.com/request/promise-core.git;javascript
request;2.88.2;request@2.88.2;Apache-2.0;;git+https://github.com/request/request.git;javascript
stealthy-require;1.1.1;stealthy-require@1.1.1;ISC;;git+https://github.com/analog-nico/stealthy-require.git;javascript
tough-cookie;2.5.0;tough-cookie@2.5.0;BSD-3-Clause;;git://github.com/salesforce/tough-cookie.git;javascript
psl;1.8.0;psl@1.8.0;MIT;;git+ssh://git@github.com/lupomontero/psl.git;javascript
aws-sign2;0.7.0;aws-sign2@0.7.0;Apache-2.0;;git+https://github.com/mikeal/aws-sign.git;javascript
aws4;1.11.0;aws4@1.11.0;MIT;;git+https://github.com/mhart/aws4.git;javascript
caseless;0.12.0;caseless@0.12.0;Apache-2.0;;git+https://github.com/mikeal/caseless.git;javascript
combined-stream;1.0.8;combined-stream@1.0.8;MIT;;git://github.com/felixge/node-combined-stream.git;javascript
delayed-stream;1.0.0;delayed-stream@1.0.0;MIT;;git://github.com/felixge/node-delayed-stream.git;javascript
extend;3.0.2;extend@3.0.2;MIT;;git+https://github.com/justmoon/node-extend.git;javascript
forever-agent;0.6.1;forever-agent@0.6.1;Apache-2.0;;git+https://github.com/mikeal/forever-agent.git;javascript
form-data;2.3.3;form-data@2.3.3;MIT;;git://github.com/form-data/form-data.git;javascript
asynckit;0.4.0;asynckit@0.4.0;MIT;;git+https://github.com/alexindigo/asynckit.git;javascript
mime-types;2.1.31;mime-types@2.1.31;MIT;;git+https://github.com/jshttp/mime-types.git;javascript
har-validator;5.1.5;har-validator@5.1.5;MIT;;git+https://github.com/ahmadnassri/node-har-validator.git;javascript
har-schema;2.0.0;har-schema@2.0.0;ISC;;git+https://github.com/ahmadnassri/har-schema.git;javascript
http-signature;1.2.0;http-signature@1.2.0;MIT;;git://github.com/joyent/node-http-signature.git;javascript
assert-plus;1.0.0;assert-plus@1.0.0;MIT;;git+https://github.com/mcavage/node-assert-plus.git;javascript
jsprim;1.4.1;jsprim@1.4.1;MIT;;git://github.com/joyent/node-jsprim.git;javascript
extsprintf;1.3.0;extsprintf@1.3.0;MIT;;git://github.com/davepacheco/node-extsprintf.git;javascript
json-schema;0.2.3;json-schema@0.2.3;"AFL-2.1;BSD-3-Clause ""New"" License";;git+ssh://git@github.com/kriszyp/json-schema.git;javascript
verror;1.10.0;verror@1.10.0;MIT;;git://github.com/davepacheco/node-verror.git;javascript
sshpk;1.16.1;sshpk@1.16.1;MIT;;git+https://github.com/joyent/node-sshpk.git;javascript
asn1;0.2.4;asn1@0.2.4;MIT;;git://github.com/joyent/node-asn1.git;javascript
bcrypt-pbkdf;1.0.2;bcrypt-pbkdf@1.0.2;BSD-3-Clause;;git://github.com/joyent/node-bcrypt-pbkdf.git;javascript
tweetnacl;0.14.5;tweetnacl@0.14.5;Unlicense;;git+https://github.com/dchest/tweetnacl-js.git;javascript
dashdash;1.14.1;dashdash@1.14.1;MIT;;git://github.com/trentm/node-dashdash.git;javascript
ecc-jsbn;0.1.2;ecc-jsbn@0.1.2;MIT;;git+https://github.com/quartzjer/ecc-jsbn.git;javascript
jsbn;0.1.1;jsbn@0.1.1;MIT;;git+https://github.com/andyperlitch/jsbn.git;javascript
getpass;0.1.7;getpass@0.1.7;MIT;;git+https://github.com/arekinath/node-getpass.git;javascript
isstream;0.1.2;isstream@0.1.2;MIT;;git+https://github.com/rvagg/isstream.git;javascript
oauth-sign;0.9.0;oauth-sign@0.9.0;Apache-2.0;;git+https://github.com/mikeal/oauth-sign.git;javascript
performance-now;2.1.0;performance-now@2.1.0;MIT;;git://github.com/braveg1rl/performance-now.git;javascript
qs;6.5.2;qs@6.5.2;BSD-3-Clause;;git+https://github.com/ljharb/qs.git;javascript
tunnel-agent;0.6.0;tunnel-agent@0.6.0;Apache-2.0;;git+https://github.com/mikeal/tunnel-agent.git;javascript
uuid;3.4.0;uuid@3.4.0;MIT;;git+https://github.com/uuidjs/uuid.git;javascript
node-sass;6.0.1;node-sass@6.0.1;MIT;;git+https://github.com/sass/node-sass.git;javascript
async-foreach;0.1.3;async-foreach@0.1.3;MIT;;git://github.com/cowboy/javascript-sync-async-foreach.git;javascript
gaze;1.1.3;gaze@1.1.3;MIT;;git+https://github.com/shama/gaze.git;javascript
globule;1.3.2;globule@1.3.2;MIT;;git://github.com/cowboy/node-globule.git;javascript
get-stdin;4.0.1;get-stdin@4.0.1;MIT;;git+https://github.com/sindresorhus/get-stdin.git;javascript
meow;9.0.0;meow@9.0.0;MIT;;git+https://github.com/sindresorhus/meow.git;javascript
minimist;1.2.1;@types/minimist@1.2.1;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/minimist;javascript
camelcase-keys;6.2.2;camelcase-keys@6.2.2;MIT;;git+https://github.com/sindresorhus/camelcase-keys.git;javascript
map-obj;4.2.1;map-obj@4.2.1;MIT;;git+https://github.com/sindresorhus/map-obj.git;javascript
quick-lru;4.0.1;quick-lru@4.0.1;MIT;;git+https://github.com/sindresorhus/quick-lru.git;javascript
decamelize-keys;1.1.0;decamelize-keys@1.1.0;MIT;;git+https://github.com/dsblv/decamelize-keys.git;javascript
hard-rejection;2.1.0;hard-rejection@2.1.0;MIT;;git+https://github.com/sindresorhus/hard-rejection.git;javascript
minimist-options;4.1.0;minimist-options@4.1.0;MIT;;git+https://github.com/vadimdemedes/minimist-options.git;javascript
arrify;1.0.1;arrify@1.0.1;MIT;;git+https://github.com/sindresorhus/arrify.git;javascript
validate-npm-package-license;3.0.4;validate-npm-package-license@3.0.4;Apache-2.0;;git+https://github.com/kemitchell/validate-npm-package-license.js.git;javascript
spdx-correct;3.1.0;spdx-correct@3.1.0;Apache-2.0;;git+https://github.com/jslicense/spdx-correct.js.git;javascript
spdx-expression-parse;3.0.0;spdx-expression-parse@3.0.0;MIT;;git+https://github.com/jslicense/spdx-expression-parse.js.git;javascript
spdx-license-ids;3.0.3;spdx-license-ids@3.0.3;CC0-1.0;;git+https://github.com/shinnn/spdx-license-ids.git;javascript
spdx-exceptions;2.2.0;spdx-exceptions@2.2.0;CC-BY-3.0;;git+https://github.com/kemitchell/spdx-exceptions.json.git;javascript
read-pkg-up;7.0.1;read-pkg-up@7.0.1;MIT;;git+https://github.com/sindresorhus/read-pkg-up.git;javascript
read-pkg;5.2.0;read-pkg@5.2.0;MIT;;git+https://github.com/sindresorhus/read-pkg.git;javascript
normalize-package-data;2.4.0;@types/normalize-package-data@2.4.0;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git;javascript
hosted-git-info;2.7.1;hosted-git-info@2.7.1;ISC;;git+https://github.com/npm/hosted-git-info.git;javascript
parse-json;5.2.0;parse-json@5.2.0;MIT;;git+https://github.com/sindresorhus/parse-json.git;javascript
error-ex;1.3.2;error-ex@1.3.2;MIT;;git+https://github.com/qix-/node-error-ex.git;javascript
is-arrayish;0.2.1;is-arrayish@0.2.1;MIT;;git+https://github.com/qix-/node-is-arrayish.git;javascript
json-parse-even-better-errors;2.3.1;json-parse-even-better-errors@2.3.1;MIT;;git+https://github.com/npm/json-parse-even-better-errors.git;javascript
lines-and-columns;1.1.6;lines-and-columns@1.1.6;MIT;;git+https://github.com/eventualbuddha/lines-and-columns.git;javascript
redent;3.0.0;redent@3.0.0;MIT;;git+https://github.com/sindresorhus/redent.git;javascript
strip-indent;3.0.0;strip-indent@3.0.0;MIT;;git+https://github.com/sindresorhus/strip-indent.git;javascript
min-indent;1.0.1;min-indent@1.0.1;MIT;;git+https://github.com/thejameskyle/min-indent.git;javascript
trim-newlines;3.0.1;trim-newlines@3.0.1;MIT;;git+https://github.com/sindresorhus/trim-newlines.git;javascript
nan;2.14.2;nan@2.14.2;MIT;;git://github.com/nodejs/nan.git;javascript
node-gyp;7.1.2;node-gyp@7.1.2;MIT;;git://github.com/nodejs/node-gyp.git;javascript
env-paths;2.2.1;env-paths@2.2.1;MIT;;git+https://github.com/sindresorhus/env-paths.git;javascript
nopt;5.0.0;nopt@5.0.0;ISC;;git+https://github.com/npm/nopt.git;javascript
abbrev;1.1.1;abbrev@1.1.1;ISC;;git+ssh://git@github.com/isaacs/abbrev-js.git;javascript
npmlog;4.1.2;npmlog@4.1.2;ISC;;git+https://github.com/npm/npmlog.git;javascript
tar;6.1.0;tar@6.1.0;ISC;;git+https://github.com/npm/node-tar.git;javascript
chownr;2.0.0;chownr@2.0.0;ISC;;git://github.com/isaacs/chownr.git;javascript
fs-minipass;2.1.0;fs-minipass@2.1.0;ISC;;git+https://github.com/npm/fs-minipass.git;javascript
minipass;3.1.3;minipass@3.1.3;ISC;;git+https://github.com/isaacs/minipass.git;javascript
minizlib;2.1.2;minizlib@2.1.2;MIT;;git+https://github.com/isaacs/minizlib.git;javascript
are-we-there-yet;1.1.5;are-we-there-yet@1.1.5;ISC;;git+https://github.com/iarna/are-we-there-yet.git;javascript
delegates;1.0.0;delegates@1.0.0;MIT;;git+https://github.com/visionmedia/node-delegates.git;javascript
console-control-strings;1.1.0;console-control-strings@1.1.0;ISC;;git+https://github.com/iarna/console-control-strings.git;javascript
gauge;2.7.4;gauge@2.7.4;ISC;;git+https://github.com/iarna/gauge.git;javascript
aproba;1.2.0;aproba@1.2.0;ISC;;git+https://github.com/iarna/aproba.git;javascript
has-unicode;2.0.1;has-unicode@2.0.1;ISC;;git+https://github.com/iarna/has-unicode.git;javascript
sass-graph;2.2.5;sass-graph@2.2.5;MIT;;git+https://github.com/xzyfer/sass-graph.git;javascript
scss-tokenizer;0.2.3;scss-tokenizer@0.2.3;MIT;;git+https://github.com/sasstools/scss-tokenizer.git;javascript
js-base64;2.6.4;js-base64@2.6.4;BSD-3-Clause;;git://github.com/dankogai/js-base64.git;javascript
amdefine;1.0.1;amdefine@1.0.1;"BSD;MIT";;git+https://github.com/jrburke/amdefine.git;javascript
stdout-stream;1.4.1;stdout-stream@1.4.1;MIT;;git+https://github.com/mafintosh/stdout-stream.git;javascript
true-case-path;1.0.3;true-case-path@1.0.3;Apache-2.0;;git+https://github.com/barsh/true-case-path.git;javascript
opn;6.0.0;opn@6.0.0;MIT;;git+https://github.com/sindresorhus/open.git;javascript
ora;5.4.1;ora@5.4.1;MIT;;git+https://github.com/sindresorhus/ora.git;javascript
bl;4.1.0;bl@4.1.0;MIT;;git+https://github.com/rvagg/bl.git;javascript
buffer;5.7.1;buffer@5.7.1;MIT;;git://github.com/feross/buffer.git;javascript
base64-js;1.3.1;base64-js@1.3.1;MIT;;git://github.com/beatgammit/base64-js.git;javascript
ieee754;1.1.13;ieee754@1.1.13;BSD-3-Clause;;git://github.com/feross/ieee754.git;javascript
restore-cursor;3.1.0;restore-cursor@3.1.0;MIT;;git+https://github.com/sindresorhus/restore-cursor.git;javascript
onetime;5.1.2;onetime@5.1.2;MIT;;git+https://github.com/sindresorhus/onetime.git;javascript
mimic-fn;2.1.0;mimic-fn@2.1.0;MIT;;git+https://github.com/sindresorhus/mimic-fn.git;javascript
defaults;1.0.3;defaults@1.0.3;MIT;;git://github.com/tmpvar/defaults.git;javascript
clone;1.0.4;clone@1.0.4;MIT;;git://github.com/pvorb/node-clone.git;javascript
source-map-js;1.0.1;source-map-js@1.0.1;BSD-3-Clause;;git+https://github.com/7rulnik/source-map.git;javascript
register-service-worker;1.7.2;register-service-worker@1.7.2;MIT;;git+https://github.com/yyx990803/register-service-worker.git;javascript
rfs;9.0.6;rfs@9.0.6;MIT;;git+https://github.com/twbs/rfs.git;javascript
sass-loader;12.3.0;sass-loader@12.3.0;MIT;;git+https://github.com/webpack-contrib/sass-loader.git;javascript
klona;2.0.5;klona@2.0.5;MIT;;git+https://github.com/lukeed/klona.git;javascript
neo-async;2.6.2;neo-async@2.6.2;MIT;;git+ssh://git@github.com/suguru03/neo-async.git;javascript
sass;1.44.0;sass@1.44.0;MIT;;git+https://github.com/sass/dart-sass.git;javascript
immutable;4.0.0;immutable@4.0.0;MIT;;git://github.com/immutable-js/immutable-js.git;javascript
selenium-server;3.141.59;selenium-server@3.141.59;BSD-3-Clause;;git://github.com/eugeneware/selenium-server.git;javascript
shelljs;0.8.4;shelljs@0.8.4;BSD-3-Clause;;git://github.com/shelljs/shelljs.git;javascript
interpret;1.2.0;interpret@1.2.0;MIT;;git+https://github.com/gulpjs/interpret.git;javascript
rechoir;0.6.2;rechoir@0.6.2;MIT;;git://github.com/tkellen/node-rechoir.git;javascript
terser-webpack-plugin;5.2.5;terser-webpack-plugin@5.2.5;MIT;;git+https://github.com/webpack-contrib/terser-webpack-plugin.git;javascript
